condition,control,seed,config_hash,engine_version,measurement_version,world_contract_version,spatial_enabled,boundary_model,spatial_rng_stream,spatial_births,boundary_contacts,mean_parent_child_distance,max_parent_child_distance,mean_local_neighbors,mean_nearest_neighbor_distance,occupied_spatial_bins,spatial_occupancy_fraction,local_resources_enabled,organism_actions_enabled,local_resource_total,local_resource_minimum,local_resource_balance_error,resource_ledger,resource_sense_operations,movement_operations,movement_distance,movement_energy_cost,mutation_events,lineage_count,genotype_count,tick,active_population,births,deaths,max_population,active_genotypes,historical_genotypes,active_lineages,max_generation,instructions_executed,faults,blocked_divisions,waiting_for_memory,waiting_for_energy,energy_pool,memory_used,free_memory,energy_balance_error,atomic_movement_payment_enabled,local_resource_maximum,movement_nonzero_operations,movement_step_mutation_rate,movement_uncommitted_distance,movement_uncommitted_execution_energy_batches,movement_uncommitted_movement_energy_batches,movement_uncommitted_nonzero_operations,movement_uncommitted_operations,movement_zero_step_operations,resource_allocation_cv,resource_distribution_mode,resource_heterogeneity_cv,result_checksum
sensing-execution-off-movement-on,,24,0970d7b2b1219138,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,41,3,0.840638,,0.0,19.589655,7,0.07,True,True,36905.104545,0.0,4e-10,,0,1,1.0,0.1,,,,2000,7,41,46,24,2,5,2,5,2807,3,7,0,7,0.0,112,388,-1e-10,True,1863.636364,1,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.825512,a12cd080e84c65df479155d57cf89a0160d08aab2bec68981eb6b0eeb93187f1
sensing-execution-off-movement-on,,25,b9944df8f9a83c46,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,114,0,0.878872,,1.5,4.969308,11,0.11,True,True,32441.290909,0.0,-8e-10,,0,0,0.0,0.0,,,,2000,16,114,110,31,2,12,2,19,8071,10,15,0,15,0.0,256,244,2.9e-09,True,1863.636364,0,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.833647,60d1abe1436b69ef178f7c1edc0471b506bfec94c9a7c0aa4da3d91a336151f1
sensing-execution-off-movement-on,,26,33d781f210166ed9,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,44,0,0.752681,,0.0,22.256981,7,0.07,True,True,36250.890909,0.0,-3e-10,,0,5,5.0,0.5,,,,2000,7,44,49,24,2,9,2,4,3237,5,7,0,7,0.0,112,388,5e-10,True,1863.636364,5,0.5,2.0,2,0,2,2,0,0.668043,center_patch,0.848361,a265c11ba34b219c546470355a7ace5c5da2a2b2087a75763bb797c9440d6a70
sensing-execution-off-movement-on,,27,cade7bd4596b3361,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,51,0,0.942759,,0.0,21.747068,9,0.09,True,True,35445.581818,0.0,-1.2e-09,,0,0,0.0,0.0,,,,2000,9,51,54,24,1,6,1,4,3387,4,9,0,9,0.0,144,356,1.1e-09,True,1863.636364,0,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.884373,97ac1dd35b369c2b3f60894904d0920aba44c8d9cd602bb7862eccf33d38b938
sensing-execution-off-movement-on,,28,7d19f2e04944597c,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,119,6,0.914048,,0.833333,8.700986,10,0.1,True,True,31593.009091,0.0,-1.6e-09,,0,2,2.0,0.2,,,,2000,12,119,119,29,3,8,3,13,19977,5,10,0,10,0.0,192,308,3e-09,True,1863.636364,2,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.867415,1c70c8bc4a2709fc52e7e0f16b155367fb94b49bd9ce7f39197b03a616f7d836
sensing-execution-off-movement-on,,29,8cf7834c70706c7d,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,142,0,0.986986,,1.666667,5.860606,11,0.11,True,True,32786.354545,0.0,-2.2e-09,,0,8,8.0,0.8,,,,2000,18,142,136,28,1,12,1,23,8831,11,18,0,18,0.0,288,212,2.3e-09,True,1863.636364,8,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.816682,f6822c8185c9dea88d62e28e9e81430674560c1bfa1bf779df709dad1b7d1ce5
sensing-execution-off-movement-on,,30,2cc067ae6a0e1979,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,109,2,0.939366,,0.75,10.564669,13,0.13,True,True,31834.318182,0.0,-5e-10,,0,1,0.0,0.0,,,,2000,16,109,105,31,2,10,2,9,17718,9,15,0,15,0.0,256,244,2.8e-09,True,1863.636364,0,0.5,0.0,0,0,0,0,1,0.668043,center_patch,0.860742,cb0a7597fe5ba2ee4faebb7e921ec657437638673214d3195152743ae64b4803
sensing-execution-on-movement-on,,1,99a4074bb889b732,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,194,1,0.977816,,1.0,8.265287,14,0.14,True,True,28161.959091,0.0,5.8e-09,,74,16,16.0,1.6,,,,2000,20,194,186,31,1,18,1,25,13534,14,20,0,20,0.0,320,180,-2.1e-09,True,1863.636364,16,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.777074,274b9e6c8440775aebda85146895e7a4353d3d347403dc9b18b4ae7d45a58725
sensing-execution-on-movement-on,,2,6d51669770e48f1f,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,64,3,0.887045,,0.181818,13.182765,9,0.09,True,True,35056.772727,0.0,-1.5e-09,,8,0,0.0,0.0,,,,2000,11,64,65,24,1,6,1,6,4369,4,11,0,11,0.0,176,324,1.3e-09,True,1863.636364,0,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.816303,74dc4672323e18b5421af0d7c9db8d36b460ad538beea80f728192e27ae21c0a
sensing-execution-on-movement-on,,3,1ebc83ac748d7314,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,67,1,1.07896,,9.032258,4.695424,12,0.12,True,True,35379.681818,0.0,-3e-10,,0,8,8.0,0.8,,,,2000,31,67,48,31,1,4,1,9,4972,2,27,27,0,0.0,496,4,6e-10,True,1863.636364,8,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.814444,4d475c817a8946d183ef1099d94712114869c8ca844369d1452d00925f063fce
sensing-execution-on-movement-on,,4,3e0369b45a7992e8,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,69,0,0.925536,,2.0,7.440763,10,0.1,True,True,34623.795455,0.0,-1.5e-09,,1,0,0.0,0.0,,,,2000,15,69,66,25,2,4,2,6,5145,2,12,0,12,0.0,240,260,1.5e-09,True,1863.636364,0,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.918949,a9a95fc8ac047d17f429b9026e9cfbcde3a4897d2809fcc219af1f60c9449ed1
sensing-execution-on-movement-on,,5,f11d14b8a46f1da4,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,157,0,1.012692,,2.333333,5.575217,12,0.12,True,True,30609.472727,0.0,1.7e-09,,2,10,9.0,0.9,,,,2000,24,157,145,31,2,17,2,28,10591,15,24,0,24,0.0,384,116,4.1e-09,True,1863.636364,9,0.5,0.0,0,0,0,0,1,0.668043,center_patch,0.802199,0e9d64af6ed3e9f34076a7fd9ad259ca8f27c619798a3db4c73ee606bd4dafab
sensing-execution-on-movement-on,,6,1c8061854038af6b,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,121,1,0.988283,,1.058824,7.309338,12,0.12,True,True,31639.140909,0.0,-1e-10,,37,0,0.0,0.0,,,,2000,17,121,116,31,1,5,1,16,8048,3,17,0,17,0.0,272,228,3.6e-09,True,1863.636364,0,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.86964,345d1a8441800c79e23f62ac5c4fe58fc01e52b031a10c6d69f717051268c24d
sensing-execution-on-movement-on,,7,07fd3cb6e9e103d6,phase-three-vm-0.3,phase-three-measurement-0.3,phase-three-environment-0.1,True,reflective,,114,0,0.94713,,0.8,11.684348,9,0.09,True,True,33364.268182,0.0,-2.2e-09,,0,1,1.0,0.1,,,,2000,15,114,111,31,1,9,1,18,7768,8,15,0,15,0.0,240,260,2.1e-09,True,1863.636364,1,0.5,0.0,0,0,0,0,0,0.668043,center_patch,0.7935,14fae5538ccf094a2b6b96c6b66279a4d8a8059e99c77232b25b674c78bf9a30
